Taxon	SKB8.640193	SKD9.640182	SKB1.640202	SKB6.640176	SKM3.640197	SKM1.640183	SKM7.640188	SKM4.640180	SKD6.640190	SKD3.640198	SKB2.640194	SKM5.640177	SKB3.640195	SKB5.640181	SKD2.640178	SKM8.640201	SKM2.640199	SKB4.640189	SKD7.640191	SKB7.640196	SKB9.640200	SKD8.640184	SKM9.640192	SKM6.640187	SKD4.640185	SKD1.640179
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__	0.000682768626782	0.00401020780168	0.0232534830109	0.00964902979536	0.0275059996308	0.0242232754081	0.00200699876492	0.0152252589542	0.01731580967	0.0176173779184	0.0212643678161	0.0197708380139	0.0211345065996	0.0153583617747	0.0144425759224	0.00208695652174	0.0246598639456	0.0142455312585	0.00281751192024	0.000782881002088	0.00188462799082	0.00167570231641	0.000514705882353	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae	8.53460783477e-05	0.0	0.000300691590659	0.000318099883363	9.23020121839e-05	0.000131648235914	0.0	0.0	0.00033576362241	0.00128281878047	0.00105363984674	0.000112334306897	0.000628535512256	0.000121891760117	0.00178059155208	0.0	0.0	0.000181471735777	0.0	0.000173973556019	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__	0.0	0.0	0.00010023053022	0.000106033294454	0.000553812073103	0.0	0.0	0.00049918881817	0.000191864927091	0.000256563756093	0.000574712643678	0.000561671534487	0.000314267756128	0.0	0.0	0.0	0.000708616780045	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__;f__	0.00290176666382	0.00637987604812	0.00701613711537	0.00392323189481	0.0057227247554	0.00394944707741	0.00483738163853	0.00736303506801	0.00479662317728	0.00376293508937	0.00641762452107	0.00595371826556	0.00872093023256	0.0049975621648	0.00366010485706	0.00544927536232	0.00496031746032	0.00644224662009	0.0108365843086	0.00200069589422	0.00352343493936	0.00611138491868	0.00338235294118	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__	0.0	0.0	0.0	0.0	0.0	0.000131648235914	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141723356009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.00110949901852	0.000729128691214	0.00912097824997	0.00477149825045	0.0101532213402	0.00658241179568	0.000566076574722	0.00511668538625	0.00748273215656	0.00598648764218	0.0095785440613	0.00909907885868	0.00746385920805	0.00633837152608	0.00494608764467	0.00115942028986	0.00651927437642	0.00607930314853	0.00216731686173	0.00147877522617	0.00172074729597	0.00137999014293	0.000882352941176	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__;f__	0.000170692156695	0.00054684651841	0.00280645484615	0.00212066588909	0.00461510060919	0.00236966824645	0.000205846027172	0.0049918881817	0.00316577129701	0.00179594629265	0.00277777777778	0.00494270950348	0.00235700817096	0.00292540224281	0.00187951330498	0.000695652173913	0.00496031746032	0.00108883041466	0.000433463372345	0.000347947112039	0.00057358243199	0.000492853622474	0.000294117647059	0.0	0.0	1.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__	0.0	0.0	0.000902074771976	0.000318099883363	0.00166143621931	0.000789889415482	5.14615067929e-05	0.000124797204543	0.00033576362241	0.000427606260156	0.000383141762452	0.000674005841384	0.000471401634192	0.000609458800585	9.89217528935e-05	0.000115942028986	0.000425170068027	0.000362943471554	0.000108365843086	0.0	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__;o__;f__	0.0	0.000364564345607	0.00010023053022	0.000212066588909	0.000184604024368	0.000263296471827	0.0	0.0	0.000143898695318	0.000342085008125	0.0	0.000112334306897	0.0	0.000243783520234	9.89217528935e-05	0.0	0.000283446712018	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__;f__	0.0	0.0	0.0	0.000318099883363	9.23020121839e-05	0.000131648235914	0.0	0.0	0.000191864927091	0.0	9.5785440613e-05	0.0	0.000235700817096	0.000121891760117	0.0	0.0	0.000141723356009	0.000181471735777	0.0	8.69867780097e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__0319-7L14;f__	0.0	0.0	0.00010023053022	0.000106033294454	0.000461510060919	0.000526592943655	0.0	0.0	0.000191864927091	0.0	0.0	0.000112334306897	0.0	0.0	0.000197843505787	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__	0.000341384313391	0.00054684651841	0.00120276636263	0.00106033294454	0.000830718109655	0.000921537651395	0.00036023054755	0.000748783227256	0.00167881811205	0.0011117762764	0.00095785440613	0.00123567737587	0.000707102451288	0.000853242320819	0.000989217528935	0.000115942028986	0.000992063492063	0.000725886943109	0.000541829215431	0.0	0.000245821042281	9.85707244948e-05	0.000294117647059	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__AKIW874	0.000256038235043	0.0	0.000200461060439	0.000530166472272	0.000553812073103	0.000789889415482	0.000308769040758	0.00049918881817	0.000383729854183	0.000342085008125	0.00134099616858	0.000898674455179	0.000235700817096	0.000853242320819	9.89217528935e-05	0.0	0.000283446712018	0.000544415207331	0.0	0.0	8.19403474271e-05	9.85707244948e-05	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__CL500-29	8.53460783477e-05	0.000182282172803	0.000400922120878	0.000212066588909	0.000369208048735	0.000131648235914	0.000102923013586	0.000249594409085	0.000191864927091	0.000427606260156	9.5785440613e-05	0.000224668613795	0.000157133878064	0.000487567040468	0.000197843505787	0.0	0.000141723356009	0.000272207603666	0.0	0.000173973556019	8.19403474271e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__EB1017	8.53460783477e-05	0.000364564345607	0.000601383181317	0.000636199766727	0.000461510060919	0.000263296471827	5.14615067929e-05	0.000249594409085	0.000767459708365	0.000940733772342	0.000574712643678	0.000112334306897	0.00039283469516	0.000243783520234	0.000593530517361	0.000231884057971	0.000283446712018	0.00063515107522	0.000325097529259	0.0	0.000245821042281	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__Iamiaceae	0.000256038235043	0.00127597520962	0.00130299689285	0.00148446612236	0.00119992615839	0.00118483412322	0.000463153561136	0.000998377636341	0.0015828856485	0.00076969126828	0.00105363984674	0.000674005841384	0.00117850408548	0.000975134080936	0.00118706103472	0.000347826086957	0.0015589569161	0.00163324562199	0.000433463372345	8.69867780097e-05	0.000163880694854	0.000492853622474	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__Microthrixaceae	0.0	0.0	0.0	0.000212066588909	0.000276906036552	0.000263296471827	5.14615067929e-05	0.000124797204543	9.59324635457e-05	0.0	0.0	0.000112334306897	7.85669390321e-05	0.0	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__ZA3612c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69867780097e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__	0.001962959802	0.000364564345607	0.00170391901373	0.00371116530591	0.00267675835333	0.00223802001053	0.000205846027172	0.00187195806814	0.00215848042978	0.00205251004875	0.00201149425287	0.00179734891036	0.00157133878064	0.00231594344222	0.00286873083391	0.0	0.00198412698413	0.00190545322566	0.000758560901604	0.000173973556019	8.19403474271e-05	0.000394282897979	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinopolysporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124797204543	9.59324635457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinospicaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79662317728e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinosynnemataceae	0.000938806861825	0.00182282172803	0.000300691590659	0.000212066588909	9.23020121839e-05	0.000263296471827	0.00036023054755	0.00049918881817	9.59324635457e-05	0.000171042504062	0.000191570881226	0.000449337227589	0.000157133878064	0.000365675280351	0.0	0.000115942028986	0.000283446712018	0.000272207603666	0.00726051148678	0.00608907446068	0.00426089806621	0.00640709709216	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Beutenbergiaceae	0.0	0.0	0.0	0.000106033294454	0.0	0.0	0.0	0.0	0.000287797390637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108365843086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Bogoriellaceae	0.0	0.0	0.000400922120878	0.000636199766727	0.000461510060919	0.000131648235914	0.0	0.0	0.000575594781274	0.000427606260156	0.000383141762452	0.000674005841384	0.000157133878064	0.000853242320819	0.000197843505787	0.0	0.000708616780045	0.000544415207331	0.000216731686173	0.0	0.000163880694854	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Brevibacteriaceae	0.0	0.000911410864017	0.00010023053022	0.000318099883363	0.000276906036552	0.000263296471827	0.000102923013586	0.000998377636341	0.00187068303914	0.000256563756093	0.000478927203065	0.000449337227589	0.000235700817096	0.000365675280351	0.000494608764467	0.0	0.000283446712018	0.000453679339443	0.000216731686173	8.69867780097e-05	0.000655522779417	0.0	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae	0.0	0.0	0.00120276636263	0.00148446612236	0.0023075503046	0.00355450236967	0.000154384520379	0.00137276924997	0.00220644666155	0.00196698879672	0.00201149425287	0.00101100876208	0.00141420490258	0.00121891760117	0.00187951330498	0.000115942028986	0.00283446712018	0.000816622810997	0.000325097529259	0.000260960334029	8.19403474271e-05	0.000295712173484	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Corynebacteriaceae	0.0	0.0	0.0	0.0	9.23020121839e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cryptosporangiaceae	0.0	0.0	0.00010023053022	0.000106033294454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermabacteraceae	0.0	0.0	0.0	0.000530166472272	0.0	0.000263296471827	0.000102923013586	0.000374391613628	0.00143898695318	0.000171042504062	0.0	0.000561671534487	7.85669390321e-05	0.000365675280351	0.0	0.000115942028986	0.000141723356009	0.00117956628255	0.000108365843086	0.000695894224078	0.000163880694854	9.85707244948e-05	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59324635457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121891760117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae	0.0	0.0	0.000601383181317	0.000530166472272	0.000461510060919	0.000394944707741	5.14615067929e-05	0.000124797204543	0.000479662317728	0.00102625502437	0.000383141762452	0.000112334306897	0.000628535512256	0.000243783520234	0.000692452270254	0.0	0.000283446712018	0.000453679339443	0.000325097529259	0.0	8.19403474271e-05	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae	0.000170692156695	0.0	0.00180414954395	0.00561976460609	0.00221524829241	0.00276461295419	0.000205846027172	0.00212155247722	0.00292594013814	0.00282220131703	0.00316091954023	0.00325769490002	0.00227844123193	0.00450999512433	0.00197843505787	0.000115942028986	0.00425170068027	0.00462752926232	0.000216731686173	8.69867780097e-05	0.000245821042281	0.00019714144899	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Glycomycetaceae	0.0145088333191	0.000911410864017	0.000300691590659	0.000106033294454	0.00212294628023	0.00171142706688	0.00231576780568	0.00237114688631	0.000383729854183	0.000342085008125	0.0	0.00179734891036	0.0	0.000121891760117	0.0	0.00266666666667	0.00170068027211	0.0	0.000108365843086	0.000869867780097	0.00155686660111	9.85707244948e-05	0.00147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Gordoniaceae	8.53460783477e-05	0.0	0.000300691590659	0.000424133177818	0.000184604024368	0.000131648235914	5.14615067929e-05	0.000124797204543	0.000239831158864	0.000342085008125	9.5785440613e-05	0.0	7.85669390321e-05	0.000243783520234	9.89217528935e-05	0.000231884057971	0.000141723356009	0.000272207603666	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Intrasporangiaceae	8.53460783477e-05	0.00054684651841	0.000801844241756	0.00180256600573	0.00101532213402	0.00236966824645	0.00036023054755	0.00124797204543	0.0015828856485	0.000256563756093	0.000862068965517	0.00213435183105	0.00117850408548	0.00109702584105	0.000989217528935	0.000579710144928	0.00226757369615	0.00181471735777	0.000650195058518	0.000260960334029	0.000819403474271	0.000492853622474	0.000367647058824	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Kineosporiaceae	0.0	0.0	0.000601383181317	0.000636199766727	0.0	0.000263296471827	0.0	0.000623986022713	0.000767459708365	0.000598648764218	0.000478927203065	0.000561671534487	0.00039283469516	0.000731350560702	0.000692452270254	0.0	0.000283446712018	0.000362943471554	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Microbacteriaceae	0.00290176666382	0.00820269777616	0.00711636764558	0.00890679673417	0.00498430865793	0.00803054239073	0.0036023054755	0.00511668538625	0.0119915579432	0.00846660395108	0.00727969348659	0.00595371826556	0.00620678818353	0.00901999024866	0.0115738450885	0.00417391304348	0.00751133786848	0.0063515107522	0.00563502384049	0.00408837856646	0.00278597181252	0.00482996550025	0.00375	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micrococcaceae	0.000682768626782	0.00273423259205	0.00420968226922	0.0109214293288	0.0051689126823	0.0067140600316	0.00149238369699	0.00798702109073	0.00968917881811	0.00367741383734	0.00632183908046	0.0085374073242	0.00361407919547	0.00914188200878	0.0030665743397	0.00139130434783	0.00637755102041	0.0119771345613	0.00509319462505	0.00173973556019	0.00188462799082	0.00108427796944	0.000955882352941	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Micromonosporaceae	0.00563284117095	0.0051039008385	0.0125288162774	0.0109214293288	0.00756876499908	0.0150078988942	0.0036023054755	0.00773742668164	0.0129508825787	0.0202685367314	0.013601532567	0.0085374073242	0.0120993086109	0.00694783032667	0.0265110297754	0.00231884057971	0.015306122449	0.00607930314853	0.00530992631123	0.00304453723034	0.00614552605703	0.00453425332676	0.000882352941176	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Mycobacteriaceae	0.00145088333191	0.00473933649289	0.00220507166483	0.0108153960344	0.00323057042644	0.00236966824645	0.00241869081927	0.00162236365905	0.00316577129701	0.00538783887796	0.00316091954023	0.00303302628623	0.00298554368322	0.00390053632374	0.00405579186863	0.00150724637681	0.00368480725624	0.00526268033754	0.0031426094495	0.00252261656228	0.00114716486398	0.00137999014293	0.00360294117647	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nakamurellaceae	0.0	0.0	0.00010023053022	0.0	9.23020121839e-05	0.0	0.0	0.0	9.59324635457e-05	0.0	0.0	0.0	0.0	0.0	9.89217528935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiaceae	0.0	0.0	0.000601383181317	0.000848266355636	0.000461510060919	0.000394944707741	0.000154384520379	0.000748783227256	0.001055257099	0.000513127512187	0.000574712643678	0.000674005841384	0.00039283469516	0.000487567040468	0.000989217528935	0.000115942028986	0.00113378684807	0.000453679339443	0.000108365843086	0.0	8.19403474271e-05	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardioidaceae	0.0102415294017	0.0151294203427	0.00631452340383	0.0152687944014	0.00553812073103	0.00710900473934	0.00355084396871	0.00536627979533	0.0111761320031	0.00726930642265	0.00871647509579	0.00718939564143	0.00573538654934	0.0112140419308	0.0076169749728	0.00208695652174	0.00793650793651	0.0105253606751	0.0143042912874	0.00434933890049	0.00516224188791	0.0116313454904	0.00220588235294	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Nocardiopsaceae	0.0	0.0	0.0010023053022	0.000636199766727	0.000923020121839	0.00184307530279	0.000102923013586	0.00149756645451	0.00278204144282	0.00222355255281	0.000383141762452	0.000898674455179	0.000628535512256	0.000975134080936	0.00316549609259	0.0	0.000708616780045	0.000362943471554	0.000758560901604	8.69867780097e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Promicromonosporaceae	0.00597422548434	0.00364564345607	0.00370852961812	0.0155868942848	0.00276906036552	0.00513428120063	0.0110127624537	0.00873580431798	0.0131427475058	0.0038484563414	0.00469348659004	0.00864974163109	0.00432118164676	0.00597269624573	0.00197843505787	0.0142608695652	0.00368480725624	0.00816622810997	0.0312093628088	0.0119171885873	0.00458865945592	0.0170527353376	0.0107352941176	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Pseudonocardiaceae	0.00290176666382	0.0054684651841	0.00390899067856	0.0109214293288	0.00664574487724	0.00934702474987	0.000823384108687	0.00449269936353	0.00647544128933	0.00761139143077	0.00411877394636	0.00460570658279	0.00361407919547	0.00353486104339	0.00672667919676	0.000463768115942	0.00977891156463	0.00508120860176	0.00671868227135	0.00339248434238	0.0018026876434	0.00453425332676	0.00110294117647	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Sanguibacteraceae	0.0	0.0	0.0	0.0	0.0	0.000131648235914	0.0	0.0	0.000239831158864	8.55212520311e-05	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Segniliparaceae	0.0	0.000182282172803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Sporichthyaceae	8.53460783477e-05	0.0	0.0	0.000424133177818	0.0	0.000131648235914	5.14615067929e-05	0.000124797204543	0.000239831158864	8.55212520311e-05	9.5785440613e-05	0.000112334306897	0.0	0.000121891760117	9.89217528935e-05	0.0	0.0	0.000544415207331	0.000216731686173	0.0	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Streptomycetaceae	0.0122898352821	0.0415603353992	0.0112258193846	0.0664828756229	0.0123684696326	0.0160610847815	0.0100349938246	0.0126045176588	0.0334804297774	0.0163345591379	0.0164750957854	0.0140417883622	0.01217787555	0.0240126767431	0.0159264022158	0.00568115942029	0.015447845805	0.0326649124399	0.0337017771998	0.00904662491301	0.013438216978	0.0338097585017	0.00463235294118	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Streptosporangiaceae	0.00110949901852	0.000729128691214	0.00150345795329	0.00381719860036	0.00267675835333	0.00447604002106	0.000257307533965	0.00149756645451	0.00470069071374	0.00897973146327	0.0036398467433	0.00168501460346	0.00180703959774	0.00195026816187	0.0110792363241	0.0	0.0031179138322	0.00145177388622	0.000433463372345	0.000782881002088	8.19403474271e-05	0.000295712173484	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Thermomonosporaceae	8.53460783477e-05	0.00328107911046	0.00260599378571	0.00307496553918	0.00369208048735	0.00618746708794	5.14615067929e-05	0.00237114688631	0.00470069071374	0.00504575386984	0.00536398467433	0.00213435183105	0.00314267756128	0.00182837640176	0.00850727074884	0.000231884057971	0.00666099773243	0.00217766082933	0.00108365843086	8.69867780097e-05	8.19403474271e-05	0.000887136520453	0.000147058823529	0.0	0.0	0.0
