Taxon	SKB8.640193	SKD9.640182	SKB1.640202	SKB6.640176	SKM3.640197	SKM1.640183	SKM7.640188	SKM4.640180	SKD6.640190	SKD3.640198	SKB2.640194	SKM5.640177	SKB3.640195	SKB5.640181	SKD2.640178	SKM8.640201	SKM2.640199	SKB4.640189	SKD7.640191	SKB7.640196	SKB9.640200	SKD8.640184	SKM9.640192	SKM6.640187	SKD4.640185	SKD1.640179
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.123325083212	0.215457528254	0.231031372156	0.202205492525	0.195587963818	0.184834123223	0.168021819679	0.172220142269	0.189466615503	0.224664329086	0.191091954023	0.18355425747	0.211345065996	0.18722574354	0.183499851617	0.224115942029	0.220379818594	0.190273114962	0.248916341569	0.242606123869	0.198049819731	0.243765401676	0.223529411765	1.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.176837074336	0.0827561064528	0.0674551468377	0.055773512883	0.0663651467602	0.0622696155872	0.31401811445	0.0847373018844	0.0517555640829	0.0451552210724	0.0675287356322	0.0709952819591	0.0606536769327	0.0600926377377	0.0468889108715	0.259362318841	0.0646258503401	0.0599764086743	0.127004768097	0.226600556715	0.203703703704	0.230556924593	0.310955882353	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0131432960655	0.0266131972293	0.036082990879	0.0352030537589	0.0420897175558	0.0447604002106	0.0133285302594	0.0310745039311	0.0420663852648	0.0289061831865	0.0378352490421	0.0369579869692	0.0384192331867	0.0381521209166	0.0253239687407	0.0119420289855	0.0393990929705	0.0296706287996	0.00780234070221	0.00313152400835	0.0099967223861	0.00581567274519	0.00794117647059	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.521208500469	0.351622311338	0.195249072868	0.150355211536	0.165220601809	0.162980516061	0.289368052697	0.32334955697	0.18371066769	0.166253313949	0.182471264368	0.268815996405	0.160433689503	0.193320331546	0.172420615293	0.271768115942	0.182681405896	0.172398148988	0.113242306025	0.316805845511	0.311864962307	0.111286347955	0.280661764706	0.0	0.0	0.0
k__Bacteria;p__SC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.19403474271e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124797204543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SM2F11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	9.89217528935e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SPAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5785440613e-05	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143898695318	0.000684170016249	0.0	0.000112334306897	0.0	0.0	0.000494608764467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112334306897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000623986022713	0.0	0.0	0.0	0.000674005841384	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Thermi	0.000170692156695	0.0	0.000200461060439	0.0	9.23020121839e-05	0.000263296471827	5.14615067929e-05	0.000124797204543	0.000191864927091	0.0	0.000191570881226	0.000112334306897	7.85669390321e-05	0.000121891760117	0.0	0.0	0.000141723356009	0.000181471735777	0.0	0.0	8.19403474271e-05	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.00187761372365	0.00273423259205	0.025558785206	0.00858869685081	0.0242754292044	0.0171142706688	0.0021613832853	0.0167228254087	0.019426323868	0.0227486530403	0.0248084291188	0.0194338350932	0.0250628535512	0.016699171136	0.0208724898605	0.00173913043478	0.0187074829932	0.0146084747301	0.00563502384049	0.00104384133612	0.00204850868568	0.0018728437654	0.00117647058824	0.0	0.0	0.0
k__Bacteria;p__WPS-2	0.0	0.0	0.000200461060439	0.0	9.23020121839e-05	0.000131648235914	0.0	0.000124797204543	4.79662317728e-05	8.55212520311e-05	9.5785440613e-05	0.000112334306897	0.0	0.000243783520234	0.0	0.0	0.000283446712018	9.07358678886e-05	0.0	0.0	8.19403474271e-05	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__WS3	0.0	0.0	0.0	0.0	9.23020121839e-05	0.000131648235914	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.000425170068027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
