Taxon	SKB8.640193	SKD9.640182	SKB1.640202	SKB6.640176	SKM3.640197	SKM1.640183	SKM7.640188	SKM4.640180	SKD6.640190	SKD3.640198	SKB2.640194	SKM5.640177	SKB3.640195	SKB5.640181	SKD2.640178	SKM8.640201	SKM2.640199	SKB4.640189	SKD7.640191	SKB7.640196	SKB9.640200	SKD8.640184	SKM9.640192	SKM6.640187	SKD4.640185	SKD1.640179
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__;g__	0.000682768626782	0.00401020780168	0.0232534830109	0.00964902979536	0.0275059996308	0.0242232754081	0.00200699876492	0.0152252589542	0.01731580967	0.0176173779184	0.0212643678161	0.0197708380139	0.0211345065996	0.0153583617747	0.0144425759224	0.00208695652174	0.0246598639456	0.0142455312585	0.00281751192024	0.000782881002088	0.00188462799082	0.00167570231641	0.000514705882353	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae;g__	0.0	0.0	0.00010023053022	0.000318099883363	9.23020121839e-05	0.000131648235914	0.0	0.0	0.000239831158864	0.0011117762764	0.00095785440613	0.000112334306897	0.000549968573224	0.000121891760117	0.0015827480463	0.0	0.0	0.0	0.0	0.0	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter	8.53460783477e-05	0.0	0.000200461060439	0.0	0.0	0.0	0.0	0.0	9.59324635457e-05	0.000171042504062	0.0	0.0	0.0	0.0	0.000197843505787	0.0	0.0	0.000181471735777	0.0	0.000173973556019	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5785440613e-05	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__	0.0	0.0	0.00010023053022	0.000106033294454	0.000553812073103	0.0	0.0	0.00049918881817	0.000191864927091	0.000256563756093	0.000574712643678	0.000561671534487	0.000314267756128	0.0	0.0	0.0	0.000708616780045	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Chloracidobacteria;o__;f__;g__	0.00290176666382	0.00637987604812	0.00701613711537	0.00392323189481	0.0057227247554	0.00394944707741	0.00483738163853	0.00736303506801	0.00479662317728	0.00376293508937	0.00641762452107	0.00595371826556	0.00872093023256	0.0049975621648	0.00366010485706	0.00544927536232	0.00496031746032	0.00644224662009	0.0108365843086	0.00200069589422	0.00352343493936	0.00611138491868	0.00338235294118	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.000131648235914	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000141723356009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter	0.00110949901852	0.000729128691214	0.00912097824997	0.00477149825045	0.0101532213402	0.00658241179568	0.000566076574722	0.00511668538625	0.00748273215656	0.00598648764218	0.0095785440613	0.00909907885868	0.00746385920805	0.00633837152608	0.00494608764467	0.00115942028986	0.00651927437642	0.00607930314853	0.00216731686173	0.00147877522617	0.00172074729597	0.00137999014293	0.000882352941176	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__;f__;g__	0.000170692156695	0.00054684651841	0.00280645484615	0.00212066588909	0.00461510060919	0.00236966824645	0.000205846027172	0.0049918881817	0.00316577129701	0.00179594629265	0.00277777777778	0.00494270950348	0.00235700817096	0.00292540224281	0.00187951330498	0.000695652173913	0.00496031746032	0.00108883041466	0.000433463372345	0.000347947112039	0.00057358243199	0.000492853622474	0.000294117647059	0.0	0.0	1.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__;g__	0.0	0.0	0.000902074771976	0.000318099883363	0.00166143621931	0.000789889415482	5.14615067929e-05	0.000124797204543	0.00033576362241	0.000427606260156	0.000383141762452	0.000674005841384	0.000471401634192	0.000609458800585	9.89217528935e-05	0.000115942028986	0.000425170068027	0.000362943471554	0.000108365843086	0.0	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__;o__;f__;g__	0.0	0.000364564345607	0.00010023053022	0.000212066588909	0.000184604024368	0.000263296471827	0.0	0.0	0.000143898695318	0.000342085008125	0.0	0.000112334306897	0.0	0.000243783520234	9.89217528935e-05	0.0	0.000283446712018	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__;f__;g__	0.0	0.0	0.0	0.000318099883363	9.23020121839e-05	0.000131648235914	0.0	0.0	0.000191864927091	0.0	9.5785440613e-05	0.0	0.000235700817096	0.000121891760117	0.0	0.0	0.000141723356009	0.000181471735777	0.0	8.69867780097e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__0319-7L14;f__;g__	0.0	0.0	0.00010023053022	0.000106033294454	0.000461510060919	0.000526592943655	0.0	0.0	0.000191864927091	0.0	0.0	0.000112334306897	0.0	0.0	0.000197843505787	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__;g__	0.000341384313391	0.00054684651841	0.00120276636263	0.00106033294454	0.000830718109655	0.000921537651395	0.00036023054755	0.000748783227256	0.00167881811205	0.0011117762764	0.00095785440613	0.00123567737587	0.000707102451288	0.000853242320819	0.000989217528935	0.000115942028986	0.000992063492063	0.000725886943109	0.000541829215431	0.0	0.000245821042281	9.85707244948e-05	0.000294117647059	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__AKIW874;g__	0.000256038235043	0.0	0.000200461060439	0.000530166472272	0.000553812073103	0.000789889415482	0.000308769040758	0.00049918881817	0.000383729854183	0.000342085008125	0.00134099616858	0.000898674455179	0.000235700817096	0.000853242320819	9.89217528935e-05	0.0	0.000283446712018	0.000544415207331	0.0	0.0	8.19403474271e-05	9.85707244948e-05	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__CL500-29;g__	8.53460783477e-05	0.000182282172803	0.000400922120878	0.000212066588909	0.000369208048735	0.000131648235914	0.000102923013586	0.000249594409085	0.000191864927091	0.000427606260156	9.5785440613e-05	0.000224668613795	0.000157133878064	0.000487567040468	0.000197843505787	0.0	0.000141723356009	0.000272207603666	0.0	0.000173973556019	8.19403474271e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__EB1017;g__	8.53460783477e-05	0.000364564345607	0.000601383181317	0.000636199766727	0.000461510060919	0.000263296471827	5.14615067929e-05	0.000249594409085	0.000767459708365	0.000940733772342	0.000574712643678	0.000112334306897	0.00039283469516	0.000243783520234	0.000593530517361	0.000231884057971	0.000283446712018	0.00063515107522	0.000325097529259	0.0	0.000245821042281	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__Iamiaceae;g__	8.53460783477e-05	0.000729128691214	0.000400922120878	0.00095429965009	0.000553812073103	0.000394944707741	0.000205846027172	0.00049918881817	0.000527628549501	0.000427606260156	0.000191570881226	0.000337002920692	0.00039283469516	0.000487567040468	0.000692452270254	0.000115942028986	0.000850340136054	0.000907358678886	0.000108365843086	8.69867780097e-05	8.19403474271e-05	0.000295712173484	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__Iamiaceae;g__Iamia	0.000170692156695	0.00054684651841	0.000902074771976	0.000530166472272	0.000646114085287	0.000789889415482	0.000257307533965	0.00049918881817	0.001055257099	0.000342085008125	0.000862068965517	0.000337002920692	0.000785669390321	0.000487567040468	0.000494608764467	0.000231884057971	0.000708616780045	0.000725886943109	0.000325097529259	0.0	8.19403474271e-05	0.00019714144899	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__Microthrixaceae;g__	0.0	0.0	0.0	0.000212066588909	0.000276906036552	0.000263296471827	5.14615067929e-05	0.000124797204543	9.59324635457e-05	0.0	0.0	0.000112334306897	7.85669390321e-05	0.0	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__ZA3612c;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69867780097e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__;g__	0.001962959802	0.000364564345607	0.00170391901373	0.00371116530591	0.00267675835333	0.00223802001053	0.000205846027172	0.00187195806814	0.00215848042978	0.00205251004875	0.00201149425287	0.00179734891036	0.00157133878064	0.00231594344222	0.00286873083391	0.0	0.00198412698413	0.00190545322566	0.000758560901604	0.000173973556019	8.19403474271e-05	0.000394282897979	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinopolysporaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124797204543	9.59324635457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinospicaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.79662317728e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinosynnemataceae;g__	0.000938806861825	0.00164053955523	0.00010023053022	0.000106033294454	9.23020121839e-05	0.000131648235914	0.000257307533965	0.000374391613628	4.79662317728e-05	0.0	9.5785440613e-05	0.000337002920692	0.000157133878064	0.000365675280351	0.0	0.000115942028986	0.000283446712018	0.000272207603666	0.00715214564369	0.00565414057063	0.00368731563422	0.00640709709216	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinosynnemataceae;g__Actinokineospora	0.0	0.0	0.0	0.000106033294454	0.0	0.000131648235914	0.0	0.0	0.0	0.000171042504062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinosynnemataceae;g__Saccharothrix	0.0	0.0	0.000200461060439	0.0	0.0	0.0	0.000102923013586	0.000124797204543	4.79662317728e-05	0.0	9.5785440613e-05	0.000112334306897	0.0	0.0	0.0	0.0	0.0	0.0	0.000108365843086	0.000434933890049	0.00057358243199	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Actinosynnemataceae;g__Streptomyces	0.0	0.000182282172803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Beutenbergiaceae;g__	0.0	0.0	0.0	0.000106033294454	0.0	0.0	0.0	0.0	0.000287797390637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108365843086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Bogoriellaceae;g__Georgenia	0.0	0.0	0.000400922120878	0.000636199766727	0.000461510060919	0.000131648235914	0.0	0.0	0.000575594781274	0.000427606260156	0.000383141762452	0.000674005841384	0.000157133878064	0.000853242320819	0.000197843505787	0.0	0.000708616780045	0.000544415207331	0.000216731686173	0.0	0.000163880694854	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium	0.0	0.000911410864017	0.00010023053022	0.000318099883363	0.000276906036552	0.000263296471827	0.000102923013586	0.000998377636341	0.00187068303914	0.000256563756093	0.000478927203065	0.000449337227589	0.000235700817096	0.000365675280351	0.000494608764467	0.0	0.000283446712018	0.000453679339443	0.000216731686173	8.69867780097e-05	0.000655522779417	0.0	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	5.14615067929e-05	0.000124797204543	0.000143898695318	0.0	9.5785440613e-05	0.000112334306897	0.0	0.000121891760117	0.0	0.0	0.000141723356009	0.0	0.0	8.69867780097e-05	0.0	0.00019714144899	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea	0.0	0.0	0.00010023053022	0.000318099883363	0.000184604024368	0.000263296471827	0.0	0.000124797204543	0.000191864927091	0.000427606260156	0.000191570881226	0.000112334306897	7.85669390321e-05	0.000121891760117	0.00029676525868	0.0	0.000566893424036	0.000181471735777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas	0.0	0.0	0.000200461060439	0.000106033294454	0.000184604024368	0.000526592943655	5.14615067929e-05	0.000124797204543	0.000143898695318	0.0	0.0	0.000337002920692	0.000157133878064	0.0	0.00029676525868	0.0	0.0	0.0	0.000108365843086	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Demequina	0.0	0.0	0.000902074771976	0.00106033294454	0.00193834225586	0.00276461295419	5.14615067929e-05	0.000873580431798	0.00172678434382	0.00128281878047	0.00172413793103	0.000449337227589	0.00109993714645	0.000731350560702	0.00128598278761	0.000115942028986	0.00212585034014	0.000544415207331	0.000216731686173	0.000173973556019	8.19403474271e-05	9.85707244948e-05	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cellulomonadaceae;g__Oerskovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000124797204543	0.0	0.000256563756093	0.0	0.0	7.85669390321e-05	0.000243783520234	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	9.23020121839e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Cryptosporangiaceae;g__Cryptosporangium	0.0	0.0	0.00010023053022	0.000106033294454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermabacteraceae;g__	0.0	0.0	0.0	0.000212066588909	0.0	0.0	5.14615067929e-05	0.000374391613628	4.79662317728e-05	0.0	0.0	0.000112334306897	0.0	0.000121891760117	0.0	0.0	0.0	0.0	0.000108365843086	8.69867780097e-05	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	0.0	0.0	0.0	0.000318099883363	0.0	0.000263296471827	5.14615067929e-05	0.0	0.00139102072141	0.000171042504062	0.0	0.000449337227589	7.85669390321e-05	0.000243783520234	0.0	0.000115942028986	0.000141723356009	0.00117956628255	0.0	0.000608907446068	0.000163880694854	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.59324635457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dermatophilaceae;g__Dermatophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000121891760117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Dietziaceae;g__Dietzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85669390321e-05	0.0	0.0	0.0	0.0	9.07358678886e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__	0.0	0.0	0.000601383181317	0.000424133177818	0.000461510060919	0.000394944707741	5.14615067929e-05	0.000124797204543	0.000479662317728	0.00102625502437	0.000383141762452	0.000112334306897	0.000628535512256	0.000243783520234	0.000692452270254	0.0	0.000283446712018	0.000272207603666	0.000325097529259	0.0	8.19403474271e-05	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Frankiaceae;g__Frankia	0.0	0.0	0.0	0.000106033294454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000181471735777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__	8.53460783477e-05	0.0	0.00110253583241	0.00307496553918	0.00129222817057	0.00184307530279	0.000205846027172	0.00112317484088	0.00143898695318	0.00119729752844	0.0014367816092	0.00179734891036	0.000942803268385	0.00231594344222	0.000890295776041	0.000115942028986	0.00184240362812	0.00181471735777	0.000108365843086	8.69867780097e-05	0.000163880694854	9.85707244948e-05	0.000147058823529	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus	0.0	0.0	0.000601383181317	0.00190859930018	0.000923020121839	0.000921537651395	0.0	0.000748783227256	0.001055257099	0.0013683400325	0.00134099616858	0.00123567737587	0.00133563796354	0.00195026816187	0.000989217528935	0.0	0.00198412698413	0.0023591325651	0.000108365843086	0.0	0.0	9.85707244948e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter	8.53460783477e-05	0.0	0.00010023053022	0.000636199766727	0.0	0.0	0.0	0.000249594409085	0.000431696085955	0.000256563756093	0.000383141762452	0.000224668613795	0.0	0.000243783520234	9.89217528935e-05	0.0	0.000425170068027	0.000453679339443	0.0	0.0	8.19403474271e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Glycomycetaceae;g__	0.0	0.00054684651841	0.0	0.0	0.000369208048735	0.000263296471827	0.0	0.000873580431798	0.0	0.0	0.0	0.000224668613795	0.0	0.0	0.0	0.000231884057971	0.000283446712018	0.0	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Glycomycetaceae;g__Glycomyces	0.0145088333191	0.000364564345607	0.000300691590659	0.000106033294454	0.00175373823149	0.00144813059505	0.00231576780568	0.00149756645451	0.000383729854183	0.000342085008125	0.0	0.00157268029656	0.0	0.000121891760117	0.0	0.0024347826087	0.00141723356009	0.0	0.000108365843086	0.000869867780097	0.00155686660111	9.85707244948e-05	0.00139705882353	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Gordoniaceae;g__Gordonia	8.53460783477e-05	0.0	0.000300691590659	0.000424133177818	0.000184604024368	0.000131648235914	5.14615067929e-05	0.000124797204543	0.000239831158864	0.000342085008125	9.5785440613e-05	0.0	7.85669390321e-05	0.000243783520234	9.89217528935e-05	0.000231884057971	0.000141723356009	0.000272207603666	0.0	0.0	0.0	0.0	7.35294117647e-05	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Intrasporangiaceae;g__	8.53460783477e-05	0.000182282172803	0.000200461060439	0.000636199766727	0.000646114085287	0.00118483412322	0.000154384520379	0.000374391613628	0.000431696085955	8.55212520311e-05	9.5785440613e-05	0.000898674455179	0.000235700817096	0.000243783520234	0.00029676525868	0.000115942028986	0.000850340136054	0.000272207603666	0.0	0.000173973556019	0.000163880694854	0.00019714144899	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia	0.0	0.000182282172803	0.0	0.000106033294454	0.0	0.000263296471827	0.0	0.000249594409085	0.000239831158864	8.55212520311e-05	0.000191570881226	0.000337002920692	0.000157133878064	0.0	0.000197843505787	0.0	0.0	0.000453679339443	0.000108365843086	8.69867780097e-05	0.0	9.85707244948e-05	7.35294117647e-05	0.0	0.0	0.0
